Rowid_,VALUE,COUNT,VALUE_1,CLASSNAME,EVT_FUEL,EVT_FUEL_N,EVT_LF,EVT_GP,EVT_PHYS,EVT_GP_N,SAF_SRM,FOR_GRP_ID,FOR_GRP_N,EVT_ORDER,EVT_CLASS,EVT_SBCLS,R,G,B,RED,GREEN,BLUE
,3531,5794296,3531,Ruderal Upland Forest,2531,Tr Ruderal Upland Vegetation,Tree,740,Conifer-Hardwood,Ruderal Forest,LF 53: Ruderal Forest,,,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,255,59,20,1,0.231373,0.078431
,3532,41282605,3532,Ruderal Forest-Northern and Central Hardwood and Conifer,2532,Tr Ruderal Forest-Northern and Central Hardwood and Conifer,Tree,740,Conifer-Hardwood,Ruderal Forest,LF 53: Ruderal Forest,,,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,255,59,20,1,0.231373,0.078431
,3533,22538064,3533,Ruderal Forest-Southeast Hardwood and Conifer,2533,Tr Ruderal Forest-Southeast Hardwood and Conifer,Tree,740,Conifer-Hardwood,Ruderal Forest,LF 53: Ruderal Forest,,,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,255,59,20,1,0.231373,0.078431
,3534,12281266,3534,Managed Tree Plantation-Northern and Central Hardwood and Conifer Plantation Group,2534,Tr Managed Tree Plantation-Northern and Central Hardwood and Conifer Plantation Group,Tree,731,Conifer,Managed Tree Plantation,LF 61: Managed Tree Plantation,160,Loblolly/Shortleaf Pine Group,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,158,67,14,0.619608,0.262745,0.054902
,3535,150184914,3535,Managed Tree Plantation-Southeast Conifer and Hardwood Plantation Group,2535,Tr Managed Tree Plantation-Southeast Conifer and Hardwood Plantation Group,Tree,731,Conifer,Managed Tree Plantation,LF 61: Managed Tree Plantation,160,Loblolly/Shortleaf Pine Group,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,158,67,14,0.619608,0.262745,0.054902
,3536,1187704,3536,Introduced Wetland Vegetation-Tree,2536,Tr Introduced Wetland Vegetation-Tree,Tree,708,Riparian,Introduced Woody Wetland Vegetation,LF 58: Introduced Woody Wetlands and Riparian Vegetation,,,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,132,168,0,0.517647,0.658824
,3538,387056,3538,Introduced Wetland Vegetation-Herbaceous,2538,He Introduced Wetland Vegetation-Herbaceous,Herb,709,Exotic Herbaceous,Introduced Herbaceous Wetland Vegetation,LF 59: Introduced Herbaceous Wetland and Riparian Vegetation,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,0,132,168,0,0.517647,0.658824
,3539,16028553,3539,Modified/Managed Northern Tallgrass Grassland,2539,Sh Modified/Managed Northern Tallgrass Grassland,Herb,711,Grassland,Modified-Managed Prairie Grassland,LF 69: Modified-Managed Grassland,,Perennial Grassland,Herbaceous - Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,204,0,1,0.8,0
,3540,46828587,3540,Modified/Managed Southern Tallgrass Grassland,2540,Sh Modified/Managed Southern Tallgrass Grassland,Herb,711,Grassland,Modified-Managed Prairie Grassland,LF 69: Modified-Managed Grassland,,Perennial Grassland,Herbaceous - Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,204,0,1,0.8,0
,3546,936633,3546,East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest,2546,Tr East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest,Tree,690,Conifer-Hardwood,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,160,Loblolly/Shortleaf Pine Group,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116,214,190,0.454902,0.839216,0.745098
,3550,2624388,3550,Pinus taeda Forest Alliance,2550,Tr Pinus taeda Forest Alliance,Tree,697,Conifer,Loblolly Pine Forest and Woodland,SAF 81: Loblolly Pine,160,Loblolly/Shortleaf Pine Group,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,145,255,115,0.568627,1,0.45098
,3551,111151,3551,Pinus elliottii Saturated Temperate Woodland Alliance,2551,Tr Pinus elliottii Saturated Temperate Woodland Alliance,Tree,684,Conifer-Hardwood,Pine Flatwoods,SAF 84: Slash Pine,140,Longleaf/Slash Pine Group,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,13,69,133,0.05098,0.270588,0.521569
,3552,917892,3552,Pinus palustris-Pinus elliottii Forest Alliance,2552,Tr Pinus palustris-Pinus elliottii Forest Alliance,Tree,677,Conifer,Longleaf Pine Woodland,SAF 70: Longleaf Pine,140,Longleaf/Slash Pine Group,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,116,214,204,0.454902,0.839216,0.8
,3553,906814,3553,Mixed Loblolly-Slash Pine,2553,Tr Mixed Loblolly-Slash Pine,Tree,698,Conifer,Loblolly Pine-Slash Pine Forest and Woodland,SAF 83: Longleaf Pine-Slash Pine,140,Longleaf/Slash Pine Group,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,116,214,204,0.454902,0.839216,0.8
,3554,652986,3554,Acadian Low-Elevation Hardwood Forest,2554,Tr Acadian Low-Elevation Hardwood Forest,Tree,693,Conifer-Hardwood,Spruce-Fir-Hardwood Forest,SAF 33: Red Spruce-Balsam Fir,120,Spruce/Fir Group,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,186,54,14,0.729412,0.211765,0.054902
,3555,10487378,3555,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,2555,Tr Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Tree,693,Conifer-Hardwood,Spruce-Fir-Hardwood Forest,SAF 33: Red Spruce-Balsam Fir,120,Spruce/Fir Group,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,186,54,14,0.729412,0.211765,0.054902
,3556,3242675,3556,Central Appalachian Rocky Oak Woodland,2556,Tr Central Appalachian Rocky Oak Woodland,Tree,664,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 44: Chestnut Oak,500,Oak/Hickory Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,13,69,133,0.05098,0.270588,0.521569
,3557,603467,3557,Central Appalachian Rocky Pine-Oak Woodland,2557,Tr Central Appalachian Rocky Pine-Oak Woodland,Tree,664,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 44: Chestnut Oak,500,Oak/Hickory Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,13,69,133,0.05098,0.270588,0.521569
,3558,1316139,3558,Edwards Plateau Limestone Grassland,2383,Tr Edwards Plateau Limestone Savanna and Woodland,Herb,662,Hardwood,Post Oak Woodland and Savanna,SRM 733: Juniper-Oak,180,Pinyon/Juniper Group,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,34,109,153,0.133333,0.427451,0.6
,3559,5554279,3559,Edwards Plateau Limestone Shrubland,2383,Tr Edwards Plateau Limestone Savanna and Woodland,Shrub,662,Hardwood,Post Oak Woodland and Savanna,SRM 733: Juniper-Oak,180,Pinyon/Juniper Group,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,34,109,153,0.133333,0.427451,0.6
,3560,27917506,3560,Tamaulipan Mesquite Upland Shrub,2391,Tr Tamaulipan Mesquite Upland Scrub,Shrub,613,Shrubland,Desert Scrub,SRM 728: Mesquite-Ganjeno-Acacia,51,Desert Scrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,82,52,34,0.321569,0.203922,0.133333
,3561,107430,3561,Llano Uplift Acidic Herbaceous Glade,2410,"Tr Llano Uplift Acidic Forest, Woodland, and Glade",Herb,670,Conifer-Hardwood,Glades and Barrens,SRM 733: Juniper-Oak,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,34,109,153,0.133333,0.427451,0.6
,3562,37280,3562,Tamaulipan Riparian Shrubland,2476,Tr Tamaulipan Riparian Systems,Shrub,668,Riparian,Eastern Small Stream Riparian Forests,LF 42: Great Plains Riparian,700,Elm/Ash/Cottonwood Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,6,53,122,0.023529,0.207843,0.478431
,3563,8234,3563,Edwards Plateau Riparian Shrubland,2525,Sh Edwards Plateau Riparian,Shrub,668,Riparian,Eastern Small Stream Riparian Forests,LF 42: Great Plains Riparian,700,Elm/Ash/Cottonwood Group,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,6,53,122,0.023529,0.207843,0.478431
,3564,1281769,3564,Modified/Managed Southern Tallgrass Shrubland,2540,Sh Modified/Managed Southern Tallgrass Grassland,Shrub,711,Grassland,Modified-Managed Prairie Grassland,LF 69: Modified-Managed Grassland,,Perennial Grassland,Herbaceous - Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,204,0,1,0.8,0
,3565,93796,3565,Florida Peninsula Inland Scrub Woodland,2387,Tr Florida Peninsula Inland Scrub,Tree,691,Shrubland,Southern Scrub Oak,SAF 72: Southern Scrub Oak,500,Oak/Hickory Group,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,145,255,115,0.568627,1,0.45098
,3566,76418,3566,Florida Dry Prairie Shruband,2425,Sh Florida Dry Prairie,Shrub,688,Grassland,Prairies and Barrens,SRM 814: Cabbage Palms Flatwoods,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,116,214,204,0.454902,0.839216,0.8
,3567,159204,3567,Southern Coastal Plain Blackland Prairie Woodland,2430,Tr Southern Coastal Plain Blackland Prairie and Woodland,Tree,688,Grassland,Prairies and Barrens,SAF 46: Eastern Redcedar,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,0,38,115,0,0.14902,0.45098
,3568,364407,3568,East Gulf Coastal Plain Jackson Prairie Woodland,2433,Tr East Gulf Coastal Plain Jackson Prairie and Woodland,Tree,688,Grassland,Prairies and Barrens,SRM 717: Little Bluestem-Indiangrass-Texas Wintergrass,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,148,71,1,0.580392,0.278431
,3569,20831,3569,Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Shrubland,2449,Tr Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Shrub,684,Conifer,Pine Flatwoods,SAF 98 : Pond Pine,160,Loblolly/Shortleaf Pine Group,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
,3570,1365456,3570,Southern Coastal Plain Nonriverine Cypress Dome Herbaceous,2460,Tr Southern Coastal Plain Nonriverine Cypress Dome,Herb,657,Hardwood,Cypress,SAF 100: Pond Cypress,600,Oak/Gum/Cypress Group,Tree-dominated,Open tree canopy,Evergreen open tree canopy,91,195,199,0.356863,0.764706,0.780392
,3571,1210497,3571,Southern Coastal Plain Seepage Swamp and Baygall Shrubland,2461,Tr Southern Coastal Plain Seepage Swamp and Baygall,Shrub,694,Riparian,Atlantic Swamp Forests,LF 46: Atlantic Coastal Plain Swamp,600,Oak/Gum/Cypress Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,216,216,191,0.847059,0.847059,0.74902
,3572,101288,3572,South Florida Cypress Dome Herbaceous,2447,Tr South Florida Cypress Dome,Herb,657,Hardwood,Cypress,SAF 100: Pond Cypress,600,Oak/Gum/Cypress Group,Tree-dominated,Open tree canopy,Evergreen open tree canopy,91,195,199,0.356863,0.764706,0.780392
,3573,1177169,3573,Gulf and Atlantic Coastal Plain Small Stream Riparian Herbaceous,2474,Tr Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Herb,668,Riparian,Eastern Small Stream Riparian Forests,SAF 92: Sweetgum-Willow Oak,600,Oak/Gum/Cypress Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.568627,1,0.45098
,3574,1220979,3574,Gulf and Atlantic Coastal Plain Small Stream Riparian Shrubland,2474,Tr Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Shrub,668,Riparian,Eastern Small Stream Riparian Forests,SAF 92: Sweetgum-Willow Oak,600,Oak/Gum/Cypress Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.568627,1,0.45098
,3575,1174516,3575,Caribbean Herbaceous Swamp,2478,Tr Caribbean Swamp System,Herb,694,Riparian,Atlantic Swamp Forests,SAF 100: Pond Cypress,600,Oak/Gum/Cypress Group,Tree-dominated,Open tree canopy,Evergreen open tree canopy,91,195,199,0.356863,0.764706,0.780392
,3576,1481134,3576,South Florida Everglades Forest,2483,Tr South Florida Everglades Sawgrass Marsh,Shrub,653,Riparian,Atlantic Coastal Marsh,SRM 818: Florida Salt Marsh,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1,0.6,0
,3577,85405,3577,East Gulf Coastal Plain Wet Prairie Grassland,2485,Tr East Gulf Coastal Plain Savanna and Wet Prairie,Herb,675,Riparian,Inland Marshes and Prairies,SRM 819: Freshwater Marsh and Ponds,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1,0.6,0
,3578,80970,3578,East Gulf Coastal Plain Wet Prairie Shrubland,2485,Tr East Gulf Coastal Plain Savanna and Wet Prairie,Shrub,675,Riparian,Inland Marshes and Prairies,SRM 819: Freshwater Marsh and Ponds,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1,0.6,0
,3579,234056,3579,Floridian Highlands Freshwater Marsh Shrubland,2489,Tr Floridian Highlands Freshwater Marsh,Shrub,675,Riparian,Inland Marshes and Prairies,SRM 819: Freshwater Marsh and Ponds,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1,0.6,0
,3580,957726,3580,Floridian Highlands Freshwater Marsh Woodland,2489,Tr Floridian Highlands Freshwater Marsh,Tree,675,Riparian,Inland Marshes and Prairies,SRM 819: Freshwater Marsh and Ponds,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1,0.6,0
,3581,1724431,3581,South Florida Everglades Shrubland,2483,Tr South Florida Everglades Sawgrass Marsh,Shrub,653,Riparian,Atlantic Coastal Marsh,SRM 818: Florida Salt Marsh,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1,0.6,0
,3582,5086658,3582,Ozark-Ouachita Oak Forest and Woodland,2582,Tr Ozark-Ouachita Oak Forest and Woodland,Tree,690,Conifer-Hardwood,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,160,Loblolly/Shortleaf Pine Group,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116,214,190,0.454902,0.839216,0.745098
,3583,2479944,3583,Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland,2583,Tr Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland,Tree,690,Conifer-Hardwood,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,160,Loblolly/Shortleaf Pine Group,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116,214,190,0.454902,0.839216,0.745098
,3584,2717024,3584,West Gulf Coastal Plain Hardwood Forest,2584,Tr West Gulf Coastal Plain Hardwood Forest,Tree,689,Conifer,Shortleaf Pine Woodland,SAF 82: Loblolly Pine-Hardwood,160,Loblolly/Shortleaf Pine Group,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,145,255,115,0.568627,1,0.45098
,3585,3601067,3585,West Gulf Coastal Plain Pine-Hardwood Forest,2585,Tr West Gulf Coastal Plain Pine-Hardwood Forest,Tree,689,Conifer,Shortleaf Pine Woodland,SAF 82: Loblolly Pine-Hardwood,160,Loblolly/Shortleaf Pine Group,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,145,255,115,0.568627,1,0.45098
,3586,563099,3586,West Gulf Coastal Plain Sandhill Oak Forest and Woodland,2586,Tr West Gulf Coastal Plain Sandhill Oak Forest and Woodland,Tree,689,Conifer,Shortleaf Pine Woodland,SAF 76: Shortleaf Pine-Oak,160,Loblolly/Shortleaf Pine Group,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116,214,190,0.454902,0.839216,0.745098
,3587,225478,3587,West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland,2587,Tr West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland,Tree,689,Conifer,Shortleaf Pine Woodland,SAF 76: Shortleaf Pine-Oak,160,Loblolly/Shortleaf Pine Group,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116,214,190,0.454902,0.839216,0.745098
,3588,26402,3588,East Gulf Coastal Plain Southern Hardwood Flatwoods,2588,Tr East Gulf Coastal Plain Southern Hardwood Flatwoods,Tree,684,Conifer,Pine Flatwoods,SAF 91: Swamp Chestnut Oak-Cherrybark Oak,600,Oak/Gum/Cypress Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,100,204,206,0.392157,0.8,0.807843
,3589,19205,3589,East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods,2589,Tr East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods,Tree,684,Conifer,Pine Flatwoods,SAF 91: Swamp Chestnut Oak-Cherrybark Oak,600,Oak/Gum/Cypress Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,100,204,206,0.392157,0.8,0.807843
,3590,104984,3590,West Gulf Coastal Plain Hardwood Flatwoods,2590,Tr West Gulf Coastal Plain Hardwood Flatwoods,Tree,684,Conifer,Pine Flatwoods,SAF 82: Loblolly Pine-Hardwood,160,Loblolly/Shortleaf Pine Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.568627,1,0.45098
,3591,454780,3591,West Gulf Coastal Plain Pine-Hardwood Flatwoods,2591,Tr West Gulf Coastal Plain Pine-Hardwood Flatwoods,Tree,684,Conifer,Pine Flatwoods,SAF 82: Loblolly Pine-Hardwood,160,Loblolly/Shortleaf Pine Group,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.568627,1,0.45098
,3900,1945874,3900,Western Cool Temperate Urban Deciduous Forest,2913,Dtd Urban Deciduous Forest,Tree,13,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,22,Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,112,68,137,0.439216,0.266667,0.537255
,3901,1532543,3901,Western Cool Temperate Urban Evergreen Forest,2914,Dtc Urban Evergreen Forest,Tree,14,Developed,Developed-Upland Evergreen Forest,LF 20: Developed,22,Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,170,102,205,0.666667,0.4,0.803922
,3902,1202130,3902,Western Cool Temperate Urban Mixed Forest,2915,Dtm Urban Mixed Deciduous-Evergreen Forest,Tree,15,Developed,Developed-Upland Mixed Forest,LF 20: Developed,22,Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,194,158,215,0.760784,0.619608,0.843137
,3903,12948151,3903,Western Cool Temperate Urban Herbaceous,2916,Dgr Urban Herbaceous,Herb,16,Developed,Developed-Upland Herbaceous,LF 20: Developed,22,Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Herbaceous - grassland,202,122,245,0.792157,0.478431,0.960784
,3904,10702391,3904,Western Cool Temperate Urban Shrubland,2917,Dsh Urban Shrubland,Shrub,17,Developed,Developed-Upland Shrubland,LF 20: Developed,22,Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,207,171,215,0.811765,0.670588,0.843137
,3905,9477124,3905,Eastern Cool Temperate Urban Deciduous Forest,2913,Dtd Urban Deciduous Forest,Tree,13,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,22,Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,112,68,137,0.439216,0.266667,0.537255
,3906,6941260,3906,Eastern Cool Temperate Urban Evergreen Forest,2914,Dtc Urban Evergreen Forest,Tree,14,Developed,Developed-Upland Evergreen Forest,LF 20: Developed,22,Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,170,102,205,0.666667,0.4,0.803922
,3907,7658934,3907,Eastern Cool Temperate Urban Mixed Forest,2915,Dtm Urban Mixed Deciduous-Evergreen Forest,Tree,15,Developed,Developed-Upland Mixed Forest,LF 20: Developed,22,Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,194,158,215,0.760784,0.619608,0.843137
,3908,45696067,3908,Eastern Cool Temperate Urban Herbaceous,2916,Dgr Urban Herbaceous,Herb,16,Developed,Developed-Upland Herbaceous,LF 20: Developed,22,Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Herbaceous - grassland,202,122,245,0.792157,0.478431,0.960784
,3909,30608844,3909,Eastern Cool Temperate Urban Shrubland,2917,Dsh Urban Shrubland,Shrub,17,Developed,Developed-Upland Shrubland,LF 20: Developed,22,Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,207,171,215,0.811765,0.670588,0.843137
,3910,962789,3910,Western Warm Temperate Urban Deciduous Forest,2913,Dtd Urban Deciduous Forest,Tree,13,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,22,Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,112,68,137,0.439216,0.266667,0.537255
,3911,337658,3911,Western Warm Temperate Urban Evergreen Forest,2914,Dtc Urban Evergreen Forest,Tree,14,Developed,Developed-Upland Evergreen Forest,LF 20: Developed,22,Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,170,102,205,0.666667,0.4,0.803922
,3912,652067,3912,Western Warm Temperate Urban Mixed Forest,2915,Dtm Urban Mixed Deciduous-Evergreen Forest,Tree,15,Developed,Developed-Upland Mixed Forest,LF 20: Developed,22,Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,194,158,215,0.760784,0.619608,0.843137
,3913,5132050,3913,Western Warm Temperate Urban Herbaceous,2916,Dgr Urban Herbaceous,Herb,16,Developed,Developed-Upland Herbaceous,LF 20: Developed,22,Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Herbaceous - grassland,202,122,245,0.792157,0.478431,0.960784
,3914,8156924,3914,Western Warm Temperate Urban Shrubland,2917,Dsh Urban Shrubland,Shrub,17,Developed,Developed-Upland Shrubland,LF 20: Developed,22,Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,207,171,215,0.811765,0.670588,0.843137
,3915,1820308,3915,Eastern Warm Temperate Urban Urban Deciduous Forest,2913,Dtd Urban Deciduous Forest,Tree,13,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,22,Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,112,68,137,0.439216,0.266667,0.537255
,3916,3076241,3916,Eastern Warm Temperate Urban Urban Evergreen Forest,2914,Dtc Urban Evergreen Forest,Tree,14,Developed,Developed-Upland Evergreen Forest,LF 20: Developed,22,Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,170,102,205,0.666667,0.4,0.803922
,3917,1540675,3917,Eastern Warm Temperate Urban Urban Mixed Forest,2915,Dtm Urban Mixed Deciduous-Evergreen Forest,Tree,15,Developed,Developed-Upland Mixed Forest,LF 20: Developed,22,Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,194,158,215,0.760784,0.619608,0.843137
,3918,8845257,3918,Eastern Warm Temperate Urban Urban Herbaceous,2916,Dgr Urban Herbaceous,Herb,16,Developed,Developed-Upland Herbaceous,LF 20: Developed,22,Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Herbaceous - grassland,202,122,245,0.792157,0.478431,0.960784
,3919,8838497,3919,Eastern Warm Temperate Urban Urban Shrubland,2917,Dsh Urban Shrubland,Shrub,17,Developed,Developed-Upland Shrubland,LF 20: Developed,22,Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,207,171,215,0.811765,0.670588,0.843137
,3920,703791,3920,Western Cool Temperate Developed Ruderal Deciduous Forest,2923,Dtd Developed Ruderal Deciduous Forest,Tree,13,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,22,Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,64,61,168,0.25098,0.239216,0.658824
,3921,648758,3921,Western Cool Temperate Developed Ruderal Evergreen Forest,2924,Dtc Developed Ruderal Evergreen Forest,Tree,14,Developed,Developed-Upland Evergreen Forest,LF 20: Developed,22,Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,102,119,205,0.4,0.466667,0.803922
,3922,55199,3922,Western Cool Temperate Developed Ruderal Mixed Forest,2925,Dtm Developed Ruderal Deciduous-Evergreen Forest,Tree,15,Developed,Developed-Upland Mixed Forest,LF 20: Developed,22,Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,68,79,137,0.266667,0.309804,0.537255
,3923,19047979,3923,Western Cool Temperate Developed Ruderal Shrubland,2926,Dsh Developed Ruderal Shrubland,Shrub,17,Developed,Developed-Upland Shrubland,LF 20: Developed,22,Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,158,170,215,0.619608,0.666667,0.843137
,3924,79070478,3924,Western Cool Temperate Developed Ruderal Grassland,2927,Dgr Developed Ruderal Grassland,Herb,16,Developed,Developed-Upland Herbaceous,LF 20: Developed,22,Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Herbaceous - grassland,122,142,245,0.478431,0.556863,0.960784
,3925,60928,3925,Western Warm Temperate Developed Ruderal Deciduous Forest,2923,Dtd Developed Ruderal Deciduous Forest,Tree,13,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,22,Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,64,61,168,0.25098,0.239216,0.658824
,3926,75162,3926,Western Warm Temperate Developed Ruderal Evergreen Forest,2924,Dtc Developed Ruderal Evergreen Forest,Tree,14,Developed,Developed-Upland Evergreen Forest,LF 20: Developed,22,Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,102,119,205,0.4,0.466667,0.803922
,3927,50013,3927,Western Warm Temperate Developed Ruderal Mixed Forest,2925,Dtm Developed Ruderal Deciduous-Evergreen Forest,Tree,15,Developed,Developed-Upland Mixed Forest,LF 20: Developed,22,Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,68,79,137,0.266667,0.309804,0.537255
,3928,12565748,3928,Western Warm Temperate Developed Ruderal Shrubland,2926,Dsh Developed Ruderal Shrubland,Shrub,17,Developed,Developed-Upland Shrubland,LF 20: Developed,22,Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,158,170,215,0.619608,0.666667,0.843137
,3929,11102807,3929,Western Warm Temperate Developed Ruderal Grassland,2927,Dgr Developed Ruderal Grassland,Herb,16,Developed,Developed-Upland Herbaceous,LF 20: Developed,22,Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Herbaceous - grassland,122,142,245,0.478431,0.556863,0.960784
