SecondaryStratumID,Timestep,TransitionGroupID,Amount,DistributionType,DistributionFrequencyID,DistributionSD,DistributionMin,DistributionMax
Los Angeles,2021,Management: Forest Clearcut,108.22861046689319,Normal,Iteration and Timestep,185.0156285767701,0,649.3716628013592
Los Angeles,2031,Management: Forest Clearcut,112.36359060101037,Normal,Iteration and Timestep,192.084331994155,0,674.1815436060623
Los Angeles,2041,Management: Forest Clearcut,122.83587724502453,Normal,Iteration and Timestep,209.98659173601024,0,737.0152634701473
Los Angeles,2051,Management: Forest Clearcut,116.76824335256998,Normal,Iteration and Timestep,199.6140378083259,0,700.6094601154199
Los Angeles,2061,Management: Forest Clearcut,102.70032180932347,Normal,Iteration and Timestep,175.56507944265766,0,616.2019308559409
Los Angeles,2071,Management: Forest Clearcut,87.23909174262445,Normal,Iteration and Timestep,149.13427536026194,0,523.4345504557467
Los Angeles,2081,Management: Forest Clearcut,80.36243999784261,Normal,Iteration and Timestep,137.37871424221964,0,482.17463998705574
Los Angeles,2091,Management: Forest Clearcut,63.957355770095106,Normal,Iteration and Timestep,109.33440177107303,0,383.74413462057066
Madera,2017,Management: Forest Clearcut,59.49277577021497,Normal,Iteration and Timestep,111.44370074500937,0,389.4072595868616
Madera,2021,Management: Forest Clearcut,79.36764767572168,Normal,Iteration and Timestep,148.67392320996262,0,519.4973302410873
Madera,2031,Management: Forest Clearcut,82.39996644074095,Normal,Iteration and Timestep,154.35415615652266,0,539.3452348848498
Madera,2041,Management: Forest Clearcut,90.079643313018,Normal,Iteration and Timestep,168.73996351031056,0,589.6122107761178
Madera,2051,Management: Forest Clearcut,85.63004512521799,Normal,Iteration and Timestep,160.40483907785836,0,560.4875680923359
Madera,2061,Management: Forest Clearcut,75.31356932683723,Normal,Iteration and Timestep,141.0796987270617,0,492.9615446847527
Madera,2071,Management: Forest Clearcut,63.97533394459127,Normal,Iteration and Timestep,119.8405668399242,0,418.7476403645974
Madera,2081,Management: Forest Clearcut,58.93245599841793,Normal,Iteration and Timestep,110.39409248314502,0,385.7397119896446
Madera,2091,Management: Forest Clearcut,46.90206089806975,Normal,Iteration and Timestep,87.85838568429271,0,306.9953076964565
Marin,2017,Management: Forest Clearcut,0,Normal,Iteration and Timestep,0,0,0
Marin,2021,Management: Forest Clearcut,0,Normal,Iteration and Timestep,0,0,0
Marin,2031,Management: Forest Clearcut,0,Normal,Iteration and Timestep,0,0,0
Marin,2041,Management: Forest Clearcut,0,Normal,Iteration and Timestep,0,0,0
Marin,2051,Management: Forest Clearcut,0,Normal,Iteration and Timestep,0,0,0
Marin,2061,Management: Forest Clearcut,0,Normal,Iteration and Timestep,0,0,0
Marin,2071,Management: Forest Clearcut,0,Normal,Iteration and Timestep,0,0,0
Marin,2081,Management: Forest Clearcut,0,Normal,Iteration and Timestep,0,0,0
Marin,2091,Management: Forest Clearcut,0,Normal,Iteration and Timestep,0,0,0
Mariposa,2017,Management: Forest Clearcut,43.26747328742906,Normal,Iteration and Timestep,59.93939205202712,0,194.7036297934308
Mariposa,2021,Management: Forest Clearcut,57.72192558234303,Normal,Iteration and Timestep,79.96346596192869,0,259.74866512054365
Mariposa,2031,Management: Forest Clearcut,59.92724832053887,Normal,Iteration and Timestep,83.01854854851402,0,269.6726174424249
Mariposa,2041,Management: Forest Clearcut,65.51246786401309,Normal,Iteration and Timestep,90.75587727323551,0,294.8061053880589
Mariposa,2051,Management: Forest Clearcut,62.27639645470399,Normal,Iteration and Timestep,86.27287565161576,0,280.24378404616795
Mariposa,2061,Management: Forest Clearcut,54.773504964972524,Normal,Iteration and Timestep,75.8789533733418,0,246.48077234237635
Mariposa,2071,Management: Forest Clearcut,46.52751559606637,Normal,Iteration and Timestep,64.45560109306628,0,209.3738201822987
Mariposa,2081,Management: Forest Clearcut,42.8599679988494,Normal,Iteration and Timestep,59.374865921897225,0,192.8698559948223
Mariposa,2091,Management: Forest Clearcut,34.11058974405073,Normal,Iteration and Timestep,47.254157833814176,0,153.49765384822825
Mendocino,2017,Management: Forest Clearcut,438.0831670352193,Normal,Iteration and Timestep,342.56709255316196,0,973.5181489671539
Mendocino,2021,Management: Forest Clearcut,584.4344965212232,Normal,Iteration and Timestep,457.00917388809637,0,1298.7433256027184
Mendocino,2031,Management: Forest Clearcut,606.7633892454561,Normal,Iteration and Timestep,474.4696572758476,0,1348.3630872121246
Mendocino,2041,Management: Forest Clearcut,663.3137371231325,Normal,Iteration and Timestep,518.6902293339565,0,1474.0305269402945
Mendocino,2051,Management: Forest Clearcut,630.5485141038779,Normal,Iteration and Timestep,493.0688678410608,0,1401.2189202308398
Mendocino,2061,Management: Forest Clearcut,554.5817377703468,Normal,Iteration and Timestep,433.66526675012466,0,1232.4038617118817
Mendocino,2071,Management: Forest Clearcut,471.09109541017204,Normal,Iteration and Timestep,368.37824190896805,0,1046.8691009114934
Mendocino,2081,Management: Forest Clearcut,433.9571759883502,Normal,Iteration and Timestep,339.3406988836862,0,964.3492799741115
Mendocino,2091,Management: Forest Clearcut,345.3697211585136,Normal,Iteration and Timestep,270.06812892141244,0,767.4882692411413
Merced,2017,Management: Forest Clearcut,0,Normal,Iteration and Timestep,0,0,0
Merced,2021,Management: Forest Clearcut,0,Normal,Iteration and Timestep,0,0,0
Merced,2031,Management: Forest Clearcut,0,Normal,Iteration and Timestep,0,0,0
Merced,2041,Management: Forest Clearcut,0,Normal,Iteration and Timestep,0,0,0
Merced,2051,Management: Forest Clearcut,0,Normal,Iteration and Timestep,0,0,0
Merced,2061,Management: Forest Clearcut,0,Normal,Iteration and Timestep,0,0,0
Merced,2071,Management: Forest Clearcut,0,Normal,Iteration and Timestep,0,0,0
Merced,2081,Management: Forest Clearcut,0,Normal,Iteration and Timestep,0,0,0
Merced,2091,Management: Forest Clearcut,0,Normal,Iteration and Timestep,0,0,0
Modoc,2017,Management: Forest Clearcut,102.76024905764403,Normal,Iteration and Timestep,278.31728869496783,0,1168.2217787605848
Modoc,2021,Management: Forest Clearcut,137.08957325806472,Normal,Iteration and Timestep,371.2953081315693,0,1558.491990723262
Modoc,2031,Management: Forest Clearcut,142.32721476127983,Normal,Iteration and Timestep,385.48100927280865,0,1618.0357046545496
Modoc,2041,Management: Forest Clearcut,155.5921111770311,Normal,Iteration and Timestep,421.4078393370344,0,1768.8366323283533
Modoc,2051,Management: Forest Clearcut,147.906441579922,Normal,Iteration and Timestep,400.59186483630276,0,1681.4627042770078
Modoc,2061,Management: Forest Clearcut,130.08707429180976,Normal,Iteration and Timestep,352.3296424753471,0,1478.8846340542582
Modoc,2071,Management: Forest Clearcut,110.50284954065764,Normal,Iteration and Timestep,299.2874555994086,0,1256.2429210937921
Modoc,2081,Management: Forest Clearcut,101.79242399726732,Normal,Iteration and Timestep,275.69601783191274,0,1157.2191359689336
Modoc,2091,Management: Forest Clearcut,81.01265064212048,Normal,Iteration and Timestep,219.4157904780827,0,920.9859230893696
Mono,2017,Management: Forest Clearcut,5.408434160928633,Normal,Iteration and Timestep,22.94604282476167,0,97.3518148967154
Mono,2021,Management: Forest Clearcut,7.215240697792879,Normal,Iteration and Timestep,30.611673751815015,0,129.87433256027182
Mono,2031,Management: Forest Clearcut,7.490906040067359,Normal,Iteration and Timestep,31.781222748977385,0,134.83630872121245
Mono,2041,Management: Forest Clearcut,8.189058483001636,Normal,Iteration and Timestep,34.743232709182074,0,147.40305269402944
Mono,2051,Management: Forest Clearcut,7.784549556837999,Normal,Iteration and Timestep,33.02704668073729,0,140.12189202308397
Mono,2061,Management: Forest Clearcut,6.8466881206215655,Normal,Iteration and Timestep,29.048037592565326,0,123.24038617118818
Mono,2071,Management: Forest Clearcut,5.8159394495082966,Normal,Iteration and Timestep,24.674941342306038,0,104.68691009114934
Mono,2081,Management: Forest Clearcut,5.357495999856175,Normal,Iteration and Timestep,22.729930510068623,0,96.43492799741115
Mono,2091,Management: Forest Clearcut,4.263823718006341,Normal,Iteration and Timestep,18.089871988717928,0,76.74882692411413
Monterey,2017,Management: Forest Clearcut,5.408434160928633,Normal,Iteration and Timestep,22.94604282476167,0,97.3518148967154
Monterey,2021,Management: Forest Clearcut,7.215240697792879,Normal,Iteration and Timestep,30.611673751815015,0,129.87433256027182
Monterey,2031,Management: Forest Clearcut,7.490906040067359,Normal,Iteration and Timestep,31.781222748977385,0,134.83630872121245
